Id,SalePrice
1809,123520.0
1810,140772.0
1811,98418.0
1812,96459.0
1813,122888.0
1814,94087.0
1815,52029.0
1816,96342.0
1817,107068.0
1818,140193.0
1819,116137.0
1820,57008.0
1821,114708.0
1822,147887.0
1823,40409.0
1824,132124.0
1825,137057.0
1826,97883.0
1827,103206.0
1828,135601.0
1829,109025.0
1830,144153.0
1831,149682.0
1832,83069.0
1833,136964.0
1834,121531.0
1835,128070.0
1836,129101.0
1837,86443.0
1838,124968.0
1839,85631.0
1840,146871.0
1841,138703.0
1842,85803.0
1843,128964.0
1844,129956.0
1845,147015.0
1846,150191.0
1847,159130.0
1848,51695.0
1849,108531.0
1850,118590.0
1851,157054.0
1852,123324.0
1853,133751.0
1854,175714.0
1855,147224.0
1856,223480.0
1857,163839.0
1858,139151.0
1859,117925.0
1860,145422.0
1861,117925.0
1862,305402.0
1863,292503.0
1864,292503.0
1865,333701.0
1866,344122.0
1867,249155.0
1868,305510.0
1869,205045.0
1870,245327.0
1871,240037.0
1872,167467.0
1873,243789.0
1874,145014.0
1875,196165.0
1876,190359.0
1877,219470.0
1878,199273.0
1879,122672.0
1880,133796.0
1881,249544.0
1882,262338.0
1883,186857.0
1884,205348.0
1885,250233.0
1886,288927.0
1887,211212.0
1888,298449.0
1889,161441.0
1890,116784.0
1891,134413.0
1892,103096.0
1893,123525.0
1894,122966.0
1895,132478.0
1896,127014.0
1897,117369.0
1898,110937.0
1899,154804.0
1900,146030.0
1901,174300.0
1902,140627.0
1903,208105.0
1904,138199.0
1905,186648.0
1906,168043.0
1907,208137.0
1908,112933.0
1909,133798.0
1910,118660.0
1911,216659.0
1912,311223.0
1913,153910.0
1914,51991.0
1915,313922.0
1916,72142.0
1917,276098.0
1918,141303.0
1919,162597.0
1920,145204.0
1921,452325.0
1922,318933.0
1923,216210.0
1924,215160.0
1925,197266.0
1926,412696.0
1927,133846.0
1928,151065.0
1929,120538.0
1930,130824.0
1931,149426.0
1932,139306.0
1933,185249.0
1934,184236.0
1935,170453.0
1936,182798.0
1937,180797.0
1938,170794.0
1939,227097.0
1940,181868.0
1941,165854.0
1942,178592.0
1943,205013.0
1944,335805.0
1945,371803.0
1946,143075.0
1947,288476.0
1948,170601.0
1949,247242.0
1950,187809.0
1951,276541.0
1952,217364.0
1953,159688.0
1954,182215.0
1955,140054.0
1956,312649.0
1957,153826.0
1958,337048.0
1959,139716.0
1960,114328.0
1961,120620.0
1962,100120.0
1963,105998.0
1964,102749.0
1965,146841.0
1966,142691.0
1967,275923.0
1968,411904.0
1969,405619.0
1970,419642.0
1971,430080.0
1972,380486.0
1973,249832.0
1974,327037.0
1975,380153.0
1976,279482.0
1977,348059.0
1978,341170.0
1979,336489.0
1980,193521.0
1981,349627.0
1982,225338.0
1983,203215.0
1984,170652.0
1985,219829.0
1986,217455.0
1987,185612.0
1988,175877.0
1989,195454.0
1990,215624.0
1991,230223.0
1992,210173.0
1993,172010.0
1994,231833.0
1995,189249.0
1996,249273.0
1997,316091.0
1998,344901.0
1999,251718.0
2000,322516.0
2001,255745.0
2002,242048.0
2003,271613.0
2004,279227.0
2005,222974.0
2006,228399.0
2007,251180.0
2008,219319.0
2009,188532.0
2010,196942.0
2011,143244.0
2012,174698.0
2013,180838.0
2014,181111.0
2015,202293.0
2016,190311.0
2017,191762.0
2018,121001.0
2019,134466.0
2020,112913.0
2021,109813.0
2022,184217.0
2023,133278.0
2024,237662.0
2025,337980.0
2026,170489.0
2027,154272.0
2028,152349.0
2029,168995.0
2030,275641.0
2031,233831.0
2032,253192.0
2033,273684.0
2034,170427.0
2035,205520.0
2036,194138.0
2037,198395.0
2038,301931.0
2039,228622.0
2040,292652.0
2041,300396.0
2042,204552.0
2043,176813.0
2044,161123.0
2045,221557.0
2046,145305.0
2047,148339.0
2048,144058.0
2049,137724.0
2050,182447.0
2051,107860.0
2052,126486.0
2053,148607.0
2054,83316.0
2055,161863.0
2056,138552.0
2057,117078.0
2058,227826.0
2059,132486.0
2060,176174.0
2061,182975.0
2062,135537.0
2063,121217.0
2064,147779.0
2065,123841.0
2066,154696.0
2067,103545.0
2068,148765.0
2069,90364.0
2070,116185.0
2071,86875.0
2072,136746.0
2073,137986.0
2074,186927.0
2075,148880.0
2076,129800.0
2077,156107.0
2078,126529.0
2079,134622.0
2080,123241.0
2081,131359.0
2082,129452.0
2083,148842.0
2084,111128.0
2085,119713.0
2086,105220.0
2087,122092.0
2088,97782.0
2089,77170.0
2090,133136.0
2091,118971.0
2092,123789.0
2093,123039.0
2094,115394.0
2095,150679.0
2096,75817.0
2097,97100.0
2098,151811.0
2099,48022.0
2100,80789.0
2101,122582.0
2102,126885.0
2103,107290.0
2104,131020.0
2105,123609.0
2106,66397.0
2107,207184.0
2108,112404.0
2109,110227.0
2110,133953.0
2111,145281.0
2112,139373.0
2113,122388.0
2114,115375.0
2115,159202.0
2116,121872.0
2117,153925.0
2118,121616.0
2119,103336.0
2120,108243.0
2121,89494.0
2122,102405.0
2123,80365.0
2124,151915.0
2125,132005.0
2126,142349.0
2127,159429.0
2128,128511.0
2129,95327.0
2130,143201.0
2131,148027.0
2132,120033.0
2133,123432.0
2134,122092.0
2135,97740.0
2136,76307.0
2137,111925.0
2138,129605.0
2139,143478.0
2140,142026.0
2141,146973.0
2142,125641.0
2143,141933.0
2144,127342.0
2145,136080.0
2146,161153.0
2147,135069.0
2148,130989.0
2149,142815.0
2150,222541.0
2151,120135.0
2152,176974.0
2153,161741.0
2154,103942.0
2155,139967.0
2156,263845.0
2157,233178.0
2158,230520.0
2159,212952.0
2160,175405.0
2161,248925.0
2162,403740.0
2163,346786.0
2164,253546.0
2165,192576.0
2166,151166.0
2167,225355.0
2168,190489.0
2169,199902.0
2170,218406.0
2171,147676.0
2172,132628.0
2173,166459.0
2174,230354.0
2175,330778.0
2176,315551.0
2177,238817.0
2178,218524.0
2179,142210.0
2180,220381.0
2181,188730.0
2182,218903.0
2183,185673.0
2184,124726.0
2185,120144.0
2186,147833.0
2187,147065.0
2188,153937.0
2189,191679.0
2190,81244.0
2191,83307.0
2192,89312.0
2193,107123.0
2194,107202.0
2195,111315.0
2196,105093.0
2197,109303.0
2198,166229.0
2199,174623.0
2200,135525.0
2201,143731.0
2202,206010.0
2203,144263.0
2204,181686.0
2205,114732.0
2206,140683.0
2207,218984.0
2208,239991.0
2209,235142.0
2210,115905.0
2211,113438.0
2212,118624.0
2213,105144.0
2214,130897.0
2215,104529.0
2216,152728.0
2217,77992.0
2218,68750.0
2219,64515.0
2220,60778.0
2221,314762.0
2222,259189.0
2223,287250.0
2224,217067.0
2225,123987.0
2226,195528.0
2227,202953.0
2228,248673.0
2229,261283.0
2230,150411.0
2231,215365.0
2232,179643.0
2233,177733.0
2234,245400.0
2235,211260.0
2236,272715.0
2237,340838.0
2238,194848.0
2239,119787.0
2240,160753.0
2241,149987.0
2242,125543.0
2243,130518.0
2244,105178.0
2245,100471.0
2246,149717.0
2247,112193.0
2248,124947.0
2249,128148.0
2250,136556.0
2251,114437.0
2252,174323.0
2253,153845.0
2254,175156.0
2255,185670.0
2256,187979.0
2257,198786.0
2258,164069.0
2259,177418.0
2260,151332.0
2261,181718.0
2262,204620.0
2263,354766.0
2264,424265.0
2265,164338.0
2266,288801.0
2267,386298.0
2268,386626.0
2269,142698.0
2270,199154.0
2271,224139.0
2272,192500.0
2273,163527.0
2274,173962.0
2275,159191.0
2276,182803.0
2277,183318.0
2278,146732.0
2279,121971.0
2280,121084.0
2281,164833.0
2282,185531.0
2283,102384.0
2284,108837.0
2285,145049.0
2286,125351.0
2287,357392.0
2288,267532.0
2289,382222.0
2290,435999.0
2291,315210.0
2292,443010.0
2293,438724.0
2294,417510.0
2295,451963.0
2296,284033.0
2297,298561.0
2298,323530.0
2299,400973.0
2300,341141.0
2301,288926.0
2302,244381.0
2303,238780.0
2304,251601.0
2305,184280.0
2306,179862.0
2307,190656.0
2308,225397.0
2309,283134.0
2310,213247.0
2311,196503.0
2312,177635.0
2313,172357.0
2314,173519.0
2315,186009.0
2316,195380.0
2317,179371.0
2318,181535.0
2319,189557.0
2320,190061.0
2321,236454.0
2322,181034.0
2323,181570.0
2324,176012.0
2325,210236.0
2326,172833.0
2327,210715.0
2328,227573.0
2329,187247.0
2330,179042.0
2331,349341.0
2332,398756.0
2333,325269.0
2334,246630.0
2335,261883.0
2336,330381.0
2337,197910.0
2338,291640.0
2339,212287.0
2340,404737.0
2341,209982.0
2342,229269.0
2343,224580.0
2344,210328.0
2345,241221.0
2346,212384.0
2347,196538.0
2348,231768.0
2349,173561.0
2350,288191.0
2351,259148.0
2352,254614.0
2353,239855.0
2354,143425.0
2355,150270.0
2356,159079.0
2357,193036.0
2358,195891.0
2359,127535.0
2360,116738.0
2361,146282.0
2362,278144.0
2363,135413.0
2364,157442.0
2365,227860.0
2366,198005.0
2367,228210.0
2368,216328.0
2369,221153.0
2370,167798.0
2371,166472.0
2372,192341.0
2373,283396.0
2374,308689.0
2375,260614.0
2376,297293.0
2377,377912.0
2378,139576.0
2379,193553.0
2380,145445.0
2381,162285.0
2382,204818.0
2383,205570.0
2384,249128.0
2385,163984.0
2386,141004.0
2387,137500.0
2388,103178.0
2389,127492.0
2390,148398.0
2391,145939.0
2392,118904.0
2393,170703.0
2394,140539.0
2395,197458.0
2396,141956.0
2397,227703.0
2398,135837.0
2399,60298.0
2400,55220.0
2401,111570.0
2402,138540.0
2403,141776.0
2404,149803.0
2405,158497.0
2406,143723.0
2407,128462.0
2408,144056.0
2409,124391.0
2410,166640.0
2411,123842.0
2412,157101.0
2413,130936.0
2414,144952.0
2415,132030.0
2416,133574.0
2417,131333.0
2418,131955.0
2419,127775.0
2420,128830.0
2421,150390.0
2422,104286.0
2423,122453.0
2424,165780.0
2425,207268.0
2426,133656.0
2427,132580.0
2428,178144.0
2429,116967.0
2430,133865.0
2431,110824.0
2432,146340.0
2433,150137.0
2434,140934.0
2435,154356.0
2436,107888.0
2437,105251.0
2438,129221.0
2439,107991.0
2440,117900.0
2441,97583.0
2442,97197.0
2443,117628.0
2444,134646.0
2445,85210.0
2446,130057.0
2447,193700.0
2448,128101.0
2449,110588.0
2450,141572.0
2451,133327.0
2452,192861.0
2453,95848.0
2454,115314.0
2455,118856.0
2456,134671.0
2457,133333.0
2458,116517.0
2459,112839.0
2460,133586.0
2461,118450.0
2462,137441.0
2463,120926.0
2464,181327.0
2465,136914.0
2466,115029.0
2467,130175.0
2468,82495.0
2469,73402.0
2470,193481.0
2471,209364.0
2472,169855.0
2473,115337.0
2474,85036.0
2475,196612.0
2476,116948.0
2477,132130.0
2478,146627.0
2479,104159.0
2480,149196.0
2481,121310.0
2482,133912.0
2483,113067.0
2484,123381.0
2485,126023.0
2486,154129.0
2487,163519.0
2488,160310.0
2489,145201.0
2490,143931.0
2491,93328.0
2492,181103.0
2493,152377.0
2494,154436.0
2495,88879.0
2496,242794.0
2497,151613.0
2498,115373.0
2499,86241.0
2500,129581.0
2501,134974.0
2502,152623.0
2503,97782.0
2504,177204.0
2505,224516.0
2506,269190.0
2507,281802.0
2508,272482.0
2509,210391.0
2510,230900.0
2511,176069.0
2512,198763.0
2513,213096.0
2514,256991.0
2515,146728.0
2516,167463.0
2517,141379.0
2518,154070.0
2519,221076.0
2520,217012.0
2521,191868.0
2522,220216.0
2523,119754.0
2524,135076.0
2525,148447.0
2526,133906.0
2527,115252.0
2528,129198.0
2529,130521.0
2530,117031.0
2531,259445.0
2532,221326.0
2533,195518.0
2534,232033.0
2535,323216.0
2536,242147.0
2537,243748.0
2538,193208.0
2539,190483.0
2540,177324.0
2541,187568.0
2542,164542.0
2543,123799.0
2544,121760.0
2545,132394.0
2546,123169.0
2547,139579.0
2548,152226.0
2549,159647.0
2550,259282.0
2551,136572.0
2552,127478.0
2553,74369.0
2554,103915.0
2555,126139.0
2556,103686.0
2557,106524.0
2558,154409.0
2559,134699.0
2560,145046.0
2561,136800.0
2562,137120.0
2563,150056.0
2564,196764.0
2565,139602.0
2566,155974.0
2567,135778.0
2568,190218.0
2569,211097.0
2570,116729.0
2571,180169.0
2572,150030.0
2573,226568.0
2574,274989.0
2575,130834.0
2576,125688.0
2577,152617.0
2578,84278.0
2579,65833.0
2580,104105.0
2581,94225.0
2582,98212.0
2583,289192.0
2584,161518.0
2585,172432.0
2586,230292.0
2587,207857.0
2588,142219.0
2589,150777.0
2590,212217.0
2591,216596.0
2592,216832.0
2593,255636.0
2594,177914.0
2595,199867.0
2596,319733.0
2597,177177.0
2598,280466.0
2599,307584.0
2600,134558.0
2601,144106.0
2602,83392.0
2603,95597.0
2604,86809.0
2605,77549.0
2606,145803.0
2607,185363.0
2608,215316.0
2609,171372.0
2610,110238.0
2611,135166.0
2612,159400.0
2613,133773.0
2614,127270.0
2615,157885.0
2616,148506.0
2617,184332.0
2618,190542.0
2619,197196.0
2620,189514.0
2621,177860.0
2622,182604.0
2623,259043.0
2624,291508.0
2625,287163.0
2626,172519.0
2627,168054.0
2628,454116.0
2629,468579.0
2630,337426.0
2631,439232.0
2632,434404.0
2633,290250.0
2634,420862.0
2635,156806.0
2636,176711.0
2637,172270.0
2638,239165.0
2639,195745.0
2640,156097.0
2641,108352.0
2642,194081.0
2643,99572.0
2644,124089.0
2645,105019.0
2646,96944.0
2647,100589.0
2648,147346.0
2649,144623.0
2650,143800.0
2651,143642.0
2652,401649.0
2653,246747.0
2654,229373.0
2655,402508.0
2656,320190.0
2657,361042.0
2658,304723.0
2659,284599.0
2660,327895.0
2661,345548.0
2662,361767.0
2663,303484.0
2664,270967.0
2665,328748.0
2666,290752.0
2667,169494.0
2668,184422.0
2669,171645.0
2670,283274.0
2671,192621.0
2672,198568.0
2673,207163.0
2674,206250.0
2675,170581.0
2676,193600.0
2677,191062.0
2678,257053.0
2679,278562.0
2680,283710.0
2681,430709.0
2682,337495.0
2683,515239.0
2684,312381.0
2685,373561.0
2686,271348.0
2687,327918.0
2688,215595.0
2689,203290.0
2690,422404.0
2691,180016.0
2692,135132.0
2693,186751.0
2694,137254.0
2695,194766.0
2696,190332.0
2697,190174.0
2698,187736.0
2699,172052.0
2700,160199.0
2701,146413.0
2702,113419.0
2703,123503.0
2704,144673.0
2705,122171.0
2706,117225.0
2707,127641.0
2708,138831.0
2709,108416.0
2710,130750.0
2711,248159.0
2712,377351.0
2713,172559.0
2714,150070.0
2715,167318.0
2716,137725.0
2717,178598.0
2718,226213.0
2719,158149.0
2720,173842.0
2721,135934.0
2722,155942.0
2723,143966.0
2724,127723.0
2725,137502.0
2726,150381.0
2727,178971.0
2728,174659.0
2729,154445.0
2730,144548.0
2731,134283.0
2732,134065.0
2733,160885.0
2734,144412.0
2735,140609.0
2736,142636.0
2737,128025.0
2738,138638.0
2739,161829.0
2740,133367.0
2741,146427.0
2742,150541.0
2743,157197.0
2744,162396.0
2745,138296.0
2746,139951.0
2747,151761.0
2748,123213.0
2749,131822.0
2750,134370.0
2751,138461.0
2752,207460.0
2753,144037.0
2754,231832.0
2755,136271.0
2756,87351.0
2757,69107.0
2758,82898.0
2759,164015.0
2760,130763.0
2761,144921.0
2762,147176.0
2763,188628.0
2764,154736.0
2765,277902.0
2766,131018.0
2767,83790.0
2768,133189.0
2769,135317.0
2770,148812.0
2771,115533.0
2772,119169.0
2773,159648.0
2774,144804.0
2775,123782.0
2776,142021.0
2777,151174.0
2778,99484.0
2779,125905.0
2780,95652.0
2781,93037.0
2782,95144.0
2783,96158.0
2784,124886.0
2785,135483.0
2786,65990.0
2787,124491.0
2788,76545.0
2789,179079.0
2790,80628.0
2791,111881.0
2792,57473.0
2793,171316.0
2794,97454.0
2795,120074.0
2796,100840.0
2797,190065.0
2798,116574.0
2799,117157.0
2800,66020.0
2801,104077.0
2802,132922.0
2803,169225.0
2804,135786.0
2805,105050.0
2806,83476.0
2807,162700.0
2808,148687.0
2809,139404.0
2810,134802.0
2811,162492.0
2812,155522.0
2813,154968.0
2814,158734.0
2815,105008.0
2816,260733.0
2817,152093.0
2818,130453.0
2819,167850.0
2820,135229.0
2821,101879.0
2822,202474.0
2823,331935.0
2824,159343.0
2825,143771.0
2826,128768.0
2827,139703.0
2828,196358.0
2829,198111.0
2830,230248.0
2831,178597.0
2832,245383.0
2833,286201.0
2834,211165.0
2835,208687.0
2836,191474.0
2837,155488.0
2838,147427.0
2839,175453.0
2840,207708.0
2841,205537.0
2842,227523.0
2843,146587.0
2844,163011.0
2845,125245.0
2846,210848.0
2847,193450.0
2848,228045.0
2849,198318.0
2850,280526.0
2851,224507.0
2852,238223.0
2853,229786.0
2854,143621.0
2855,201359.0
2856,203243.0
2857,189962.0
2858,207434.0
2859,120613.0
2860,124356.0
2861,121644.0
2862,187763.0
2863,128298.0
2864,234819.0
2865,136263.0
2866,142881.0
2867,96767.0
2868,95835.0
2869,113478.0
2870,118369.0
2871,87058.0
2872,51036.0
2873,96692.0
2874,150961.0
2875,114197.0
2876,170626.0
2877,141557.0
2878,165767.0
2879,146001.0
2880,102715.0
2881,148504.0
2882,174411.0
2883,205503.0
2884,206250.0
2885,191132.0
2886,233368.0
2887,94441.0
2888,129443.0
2889,57972.0
2890,78550.0
2891,134752.0
2892,46678.0
2893,76340.0
2894,52549.0
2895,316842.0
2896,280697.0
2897,207852.0
2898,147387.0
2899,214111.0
2900,157702.0
2901,201184.0
2902,188314.0
2903,354472.0
2904,368920.0
2905,94829.0
2906,190878.0
2907,106516.0
2908,137029.0
2909,149837.0
2910,80841.0
2911,83759.0
2912,149032.0
2913,84635.0
2914,77636.0
2915,82902.0
2916,83614.0
2917,171392.0
2918,120410.0
2919,209698.0
